日期,收盘,开盘,高,低,交易量,涨跌幅
2014年11月7日,"44,614.66","44,841.79","44,878.28","44,614.45",143.71M,-0.52%
2014年11月6日,"44,849.86","45,080.76","45,199.14","44,849.57",157.97M,-0.49%
2014年11月5日,"45,071.98","44,888.74","45,151.82","44,818.58",143.92M,0.42%
2014年11月4日,"44,884.43","45,181.72","45,202.02","44,855.29",148.16M,-0.66%
2014年11月3日,"45,184.76","45,029.46","45,211.74","44,913.97",134.94M,0.35%
2014年10月31日,"45,027.52","44,599.06","45,159.49","44,598.68",312.58M,0.96%
2014年10月30日,"44,599.27","44,244.86","44,599.27","44,067.96",187.86M,0.81%
2014年10月29日,"44,238.94","44,033.73","44,308.06","43,938.27",163.87M,0.45%
2014年10月28日,"44,039.64","43,808.80","44,202.19","43,774.76",206.88M,0.52%
2014年10月27日,"43,810.51","43,663.25","43,813.47","43,393.05",116.61M,0.33%
2014年10月24日,"43,665.54","43,684.28","43,822.12","43,543.69",177.78M,-0.06%
2014年10月23日,"43,691.06","43,456.55","43,869.18","43,456.55",176.70M,0.55%
2014年10月22日,"43,450.75","43,631.92","43,806.16","43,434.89",206.11M,-0.41%
2014年10月21日,"43,630.58","43,212.28","43,725.24","43,117.27",180.11M,0.96%
2014年10月20日,"43,213.90","43,262.48","43,373.50","42,995.98",184.62M,-0.14%
2014年10月17日,"43,273.50","42,916.76","43,580.79","42,916.76",204.76M,0.85%
2014年10月16日,"42,907.62","42,964.01","43,144.92","42,524.39",186.23M,-0.18%
2014年10月15日,"42,984.95","43,174.74","43,174.74","42,431.14",465.18M,-0.45%
2014年10月14日,"43,179.85","43,090.82","43,338.71","43,068.06",197.15M,0.21%
2014年10月13日,"43,088.67","43,430.36","43,560.79","43,088.67",188.99M,-0.80%
2014年10月10日,"43,435.73","44,082.12","44,082.12","43,435.34",180.79M,-1.47%
2014年10月9日,"44,082.17","44,494.72","44,609.62","44,049.49",167.64M,-0.91%
2014年10月8日,"44,487.97","44,562.79","44,717.05","44,123.97",185.07M,-0.11%
2014年10月7日,"44,536.62","44,826.22","44,845.93","44,466.76",163.63M,-0.63%
2014年10月6日,"44,820.85","44,678.33","45,223.00","44,645.62",152.37M,0.32%
2014年10月3日,"44,678.14","44,255.23","44,719.87","44,255.23",184.68M,0.96%
2014年10月2日,"44,254.43","44,370.04","44,374.58","43,941.65",199.89M,-0.25%
2014年10月1日,"44,364.96","44,985.39","45,058.05","44,364.96",182.31M,-1.38%
2014年9月30日,"44,985.66","44,902.82","45,051.91","44,769.30",184.94M,0.19%
2014年9月29日,"44,898.19","44,884.33","44,918.40","44,426.60",164.38M,0.03%
2014年9月26日,"44,884.33","44,788.38","44,986.92","44,695.13",136.10M,0.23%
2014年9月25日,"44,781.12","45,119.48","45,150.70","44,624.06",174.75M,-0.74%
2014年9月24日,"45,116.94","45,016.66","45,266.47","44,991.12",195.34M,0.23%
2014年9月23日,"45,015.17","45,302.81","45,406.98","44,834.22",217.69M,-0.63%
2014年9月22日,"45,302.00","45,760.97","45,767.67","45,060.30",181.25M,-1.00%
2014年9月19日,"45,761.90","46,169.92","46,230.10","45,646.02",411.63M,-0.88%
2014年9月18日,"46,168.64","46,048.99","46,170.38","46,025.80",138.94M,0.27%
2014年9月17日,"46,043.62","45,861.57","46,147.40","45,859.02",187.87M,0.40%
2014年9月15日,"45,861.84","45,797.82","46,133.38","45,661.22",126.42M,0.14%
2014年9月12日,"45,799.70","45,654.49","45,861.62","45,434.15",129.74M,0.28%
2014年9月11日,"45,672.60","45,889.51","45,908.16","45,625.76",116.51M,-0.48%
2014年9月10日,"45,894.05","45,906.57","46,109.10","45,745.24",133.89M,-0.05%
2014年9月9日,"45,915.17","46,354.82","46,427.90","45,887.20",177.60M,-0.95%
2014年9月8日,"46,357.24","46,232.16","46,554.28","46,199.10",122.72M,0.27%
2014年9月5日,"46,231.44","46,322.00","46,406.50","46,224.69",133.18M,-0.18%
2014年9月4日,"46,313.40","46,049.33","46,331.90","46,042.55",182.07M,0.57%
2014年9月3日,"46,049.33","45,819.69","46,065.42","45,819.69",158.94M,0.49%
2014年9月2日,"45,825.06","45,438.11","45,830.54","45,409.59",187.24M,0.85%
2014年9月1日,"45,438.04","45,630.72","45,664.00","45,317.77",65.83M,-0.42%
2014年8月29日,"45,628.09","45,485.73","45,762.37","45,397.19",511.06M,0.28%
2014年8月28日,"45,501.28","45,596.62","45,598.32","45,348.41",137.47M,-0.22%
2014年8月27日,"45,601.00","45,469.68","45,619.38","45,417.49",149.84M,0.30%
2014年8月26日,"45,464.75","45,510.08","45,657.57","45,416.13",210.56M,-0.09%
2014年8月25日,"45,504.34","45,380.51","45,575.27","45,351.46",133.09M,0.29%
2014年8月22日,"45,374.99","45,420.49","45,517.14","45,172.44",156.94M,-0.08%
2014年8月21日,"45,410.36","45,242.30","45,429.54","45,160.40",187.45M,0.36%
2014年8月20日,"45,248.05","44,970.27","45,250.06","44,808.11",197.82M,0.63%
2014年8月19日,"44,962.88","44,852.79","45,000.62","44,717.88",176.31M,0.24%
2014年8月18日,"44,854.81","44,637.27","44,871.24","44,637.27",101.37M,0.51%
2014年8月15日,"44,629.33","44,793.82","44,863.82","44,474.47",98.93M,-0.37%
2014年8月14日,"44,793.02","44,740.65","44,878.70","44,665.96",137.01M,0.15%
2014年8月13日,"44,723.96","44,739.24","44,974.96","44,713.47",154.18M,-0.02%
2014年8月12日,"44,734.04","44,673.11","44,869.24","44,609.54",131.50M,0.12%
2014年8月11日,"44,679.16","44,121.00","44,720.41","44,121.00",165.08M,1.30%
2014年8月8日,"44,105.95","44,124.09","44,271.07","43,885.43",144.99M,-0.02%
2014年8月7日,"44,116.15","44,435.34","44,541.13","44,064.19",175.94M,-0.70%
2014年8月6日,"44,425.77","44,481.53","44,550.29","44,251.32",158.81M,-0.13%
2014年8月5日,"44,481.68","44,605.61","44,674.95","44,310.12",168.38M,-0.25%
2014年8月4日,"44,594.66","43,983.78","44,676.11","43,982.95",193.88M,1.38%
2014年8月1日,"43,986.11","43,819.43","44,094.83","43,706.82",162.67M,0.38%
2014年7月31日,"43,817.69","44,311.88","44,349.80","43,546.02",211.24M,-1.11%
2014年7月30日,"44,311.06","44,479.10","44,714.41","44,271.25",144.48M,-0.38%
2014年7月29日,"44,481.29","44,550.44","44,684.56","44,452.88",129.23M,-0.14%
2014年7月28日,"44,544.97","44,394.55","44,559.29","44,336.94",153.57M,0.36%
2014年7月25日,"44,386.62","44,426.67","44,559.78","44,272.39",132.53M,-0.08%
2014年7月24日,"44,420.38","44,206.40","44,564.17","44,201.18",167.46M,0.50%
2014年7月23日,"44,199.01","44,258.91","44,371.25","44,156.27",149.31M,-0.13%
2014年7月22日,"44,257.09","44,123.56","44,512.39","44,123.56",181.49M,0.30%
2014年7月21日,"44,125.73","44,275.80","44,275.80","44,023.69",155.49M,-0.35%
2014年7月18日,"44,278.90","43,920.76","44,312.87","43,822.58",143.16M,0.82%
2014年7月17日,"43,920.76","44,011.69","44,083.91","43,837.25",156.45M,-0.20%
2014年7月16日,"44,009.23","43,968.47","44,133.23","43,809.01",149.55M,0.11%
2014年7月15日,"43,960.43","43,967.36","44,077.50","43,862.84",206.28M,-0.02%
2014年7月14日,"43,967.44","43,474.73","44,001.19","43,474.73",139.89M,1.12%
2014年7月11日,"43,481.83","43,471.58","43,694.11","43,437.66",198.57M,0.02%
2014年7月10日,"43,474.29","43,688.63","43,690.98","43,316.20",251.86M,-0.49%
2014年7月9日,"43,686.75","43,394.41","43,821.53","43,353.79",334.30M,0.65%
2014年7月8日,"43,403.43","43,451.97","43,495.39","43,147.67",153.39M,-0.11%
2014年7月7日,"43,452.55","43,517.95","43,705.96","43,433.20",182.48M,-0.15%
2014年7月4日,"43,518.06","43,660.96","43,669.79","43,485.18",32.53M,-0.33%
2014年7月3日,"43,660.70","43,286.31","43,721.77","43,228.22",173.03M,0.88%
2014年7月2日,"43,279.48","42,870.90","43,279.48","42,817.96",150.90M,0.95%
2014年7月1日,"42,872.84","42,744.95","42,944.62","42,602.18",165.06M,0.32%
2014年6月30日,"42,737.17","42,508.08","42,795.15","42,487.47",258.97M,0.57%
2014年6月27日,"42,493.86","42,613.25","42,933.70","42,481.30",229.60M,-0.28%
2014年6月26日,"42,613.80","42,864.85","42,916.54","42,613.39",153.74M,-0.56%
2014年6月25日,"42,854.19","42,885.66","42,930.01","42,786.37",176.35M,-0.07%
2014年6月24日,"42,884.76","42,915.04","43,016.76","42,785.62",132.85M,-0.07%
2014年6月23日,"42,916.73","42,865.72","42,948.65","42,691.35",114.99M,0.12%
2014年6月20日,"42,865.72","42,959.83","43,038.58","42,787.64",447.35M,-0.21%
2014年6月19日,"42,957.36","42,800.65","43,007.71","42,787.11",97.28M,0.36%
2014年6月18日,"42,802.60","42,612.78","42,821.25","42,525.57",175.28M,0.45%
2014年6月17日,"42,612.64","42,593.23","42,657.35","42,446.47",93.66M,0.04%
2014年6月16日,"42,596.25","42,523.33","42,641.11","42,321.37",131.36M,0.26%
2014年6月13日,"42,485.66","42,602.92","42,874.36","42,485.63",169.41M,-0.31%
2014年6月12日,"42,617.62","42,946.32","43,016.48","42,551.93",123.70M,-0.76%
2014年6月11日,"42,944.81","43,044.89","43,079.07","42,759.38",161.83M,-0.23%
2014年6月10日,"43,045.27","43,009.19","43,049.04","42,821.68",217.77M,0.08%
2014年6月9日,"43,009.99","42,780.85","43,175.77","42,729.66",144.39M,0.54%
2014年6月6日,"42,778.26","42,173.03","42,840.41","42,164.35",249.98M,1.44%
2014年6月5日,"42,173.03","41,956.68","42,276.68","41,949.23",209.66M,0.52%
2014年6月4日,"41,953.30","42,127.90","42,127.90","41,855.05",136.51M,-0.41%
2014年6月3日,"42,126.09","41,938.83","42,135.53","41,807.68",175.30M,0.45%
2014年6月2日,"41,936.71","41,375.41","41,953.99","41,375.41",159.93M,1.39%
2014年5月30日,"41,362.51","42,011.66","42,026.56","41,360.81",607.47M,-1.54%
2014年5月29日,"42,009.92","41,960.66","42,095.80","41,884.12",159.65M,0.12%
2014年5月28日,"41,960.45","41,958.27","42,022.16","41,862.43",159.26M,0.00%
2014年5月27日,"41,958.97","42,005.29","42,144.25","41,836.80",188.54M,-0.11%
2014年5月26日,"42,004.58","41,918.57","42,138.33","41,896.15",35.87M,0.21%
2014年5月23日,"41,917.92","41,946.95","42,035.70","41,818.41",174.32M,-0.06%
2014年5月22日,"41,943.96","41,827.60","42,090.28","41,813.15",195.69M,0.27%
2014年5月21日,"41,828.98","41,805.10","42,056.90","41,764.90",215.03M,0.06%
2014年5月20日,"41,805.10","41,836.48","42,001.68","41,668.83",212.33M,-0.08%
2014年5月19日,"41,840.05","41,894.72","41,903.02","41,463.09",295.39M,-0.14%
2014年5月16日,"41,898.84","41,564.31","42,031.48","41,543.86",181.65M,0.81%
2014年5月15日,"41,561.83","42,143.96","42,200.11","41,531.61",178.48M,-1.38%
2014年5月14日,"42,144.51","42,231.78","42,231.78","42,017.99",208.38M,-0.22%
