Date,Price,Open,High,Low,Vol.,Change %
2015-09-17,749.81,740.53,749.81,738.46,489.92M,1.12%
2015-09-16,741.49,732.99,743.78,730.13,507.52M,1.33%
2015-09-15,731.73,714.9,731.96,713.08,627.21M,2.63%
2015-09-14,712.99,716.26,716.82,710.5,441.28M,-0.07%
2015-09-11,713.51,719.72,719.94,713.5,338.59M,-0.69%
2015-09-10,718.47,717.43,719.54,712.63,420.70M,-0.22%
2015-09-09,720.03,727.88,728.96,719.92,385.91M,-0.07%
2015-09-08,720.52,723.75,726.29,715.95,382.57M,0.26%
2015-09-07,718.66,724.35,724.35,715.57,323.69M,-1.49%
2015-09-04,729.5,734.28,739.98,728.96,467.91M,-1.42%
2015-09-03,740.04,740.32,743.98,732.91,466.25M,0.47%
2015-09-02,736.56,738.73,742.61,734.34,450.99M,0.12%
2015-09-01,735.7,748.44,748.99,733.75,531.56M,-2.18%
2015-08-31,752.1,745.49,753.21,745.26,379.01M,0.76%
2015-08-28,746.42,749.82,751.57,740.2,413.32M,-0.23%
2015-08-27,748.13,745.89,751.58,744.76,476.72M,1.63%
2015-08-26,736.16,733.76,741.41,727.7,583.49M,0.14%
2015-08-25,735.1,721.91,737.78,719.97,565.70M,3.04%
2015-08-24,713.42,726.39,726.39,697.97,569.67M,-3.33%
2015-08-21,737.98,743.92,746.23,735.2,428.67M,-1.18%
2015-08-20,746.82,750.87,750.87,736.97,567.17M,-0.82%
2015-08-19,753,763.23,766.47,751.88,496.06M,-0.87%
2015-08-18,759.6,764.29,768.95,759.6,467.24M,-1.25%
2015-08-17,769.22,773.58,775.7,763.69,458.44M,-0.50%
2015-08-14,773.09,767.8,776.99,764.84,502.05M,0.29%
2015-08-13,770.86,782.35,782.35,758.02,654.19M,-1.39%
2015-08-12,781.75,788.87,790.63,780.85,422.70M,-1.94%
2015-08-11,797.2,785.17,799.09,785.17,506.84M,2.87%
2015-08-10,774.95,785.92,787.59,773.1,411.88M,-1.19%
2015-08-07,784.27,790.04,791.24,781.74,367.45M,-0.48%
2015-08-06,788.03,784.16,790.3,783.25,427.11M,0.86%
2015-08-05,781.34,780.95,785.62,777.14,416.70M,-0.13%
2015-08-04,782.35,784.63,787.54,778.06,489.94M,0.09%
2015-08-03,781.64,798.8,798.8,780.23,496.35M,-2.18%
2015-07-31,799.1,785.19,799.1,781.26,699.75M,2.09%
2015-07-30,782.71,776.33,788.89,775.34,476.22M,0.24%
2015-07-29,780.8,781.41,786.35,776.67,415.58M,0.07%
2015-07-28,780.24,776.87,787.29,776.87,547.87M,0.87%
2015-07-27,773.52,787.25,791.71,772.3,510.95M,-1.73%
2015-07-24,787.12,781.52,792.56,777.26,440.07M,0.48%
2015-07-23,783.37,812.02,812.02,781.64,653.83M,-3.55%
2015-07-22,812.22,817.37,818.57,806.77,548.39M,-0.44%
2015-07-21,815.84,816.89,818.88,809.61,566.65M,0.32%
2015-07-20,813.2,828.14,828.95,810.14,577.94M,-1.78%
2015-07-16,827.9,828.95,829.99,827.05,347.97M,0.07%
2015-07-15,827.28,832.66,835.23,824.88,421.24M,-0.38%
2015-07-14,830.41,837.33,841.93,828.29,590.98M,-0.42%
2015-07-13,833.88,828.1,836.78,825.3,514.59M,0.72%
2015-07-10,827.92,829.23,833.96,825.66,506.49M,0.61%
2015-07-09,822.86,809.18,823.33,809.18,446.29M,2.36%
2015-07-08,803.87,814.89,814.89,802.39,583.51M,-1.45%
2015-07-07,815.72,826.57,828.61,815.72,503.02M,-0.96%
2015-07-06,823.66,809.88,824.48,809.88,479.65M,1.41%
2015-07-03,812.17,820.08,821.66,812.17,362.26M,-0.81%
2015-07-02,818.8,815.94,820.08,809.78,547.33M,0.24%
2015-07-01,816.82,824.45,829.4,816.82,533.83M,-0.69%
2015-06-30,822.5,819.37,824.16,814.85,543.33M,0.60%
2015-06-29,817.56,823.57,827.24,817.56,481.64M,-2.14%
2015-06-26,835.46,832.17,838.68,830.76,474.60M,0.32%
2015-06-25,832.77,842.13,845.29,832.41,670.23M,-1.03%
2015-06-24,841.41,832.29,842.66,831.18,644.16M,1.29%
2015-06-23,830.68,836.04,838.64,826.79,648.46M,-0.43%
2015-06-22,834.26,829.14,837.6,829.14,568.00M,1.18%
2015-06-19,824.54,819.59,827.81,817.08,537.88M,0.64%
2015-06-18,819.32,816.05,822.36,813.38,518.04M,1.51%
2015-06-17,807.13,804.11,809.17,802.72,567.91M,0.66%
2015-06-16,801.84,792.27,805.21,792.27,598.96M,1.56%
2015-06-15,789.51,805.48,807.48,789.51,559.17M,-1.96%
2015-06-12,805.33,808.48,811.7,803.15,566.16M,-0.39%
2015-06-11,808.45,799.86,809.25,793.68,730.98M,1.38%
2015-06-10,797.48,786.57,800.08,786.57,685.27M,2.05%
2015-06-09,781.46,784.11,787.87,777.56,717.95M,0.44%
2015-06-08,778.05,752.68,778.05,752.68,1.07B,-5.05%
2015-06-05,819.43,821.14,829.73,816.23,782.53M,-0.67%
2015-06-04,824.99,828.37,829.06,817.04,628.49M,-1.07%
2015-06-03,833.94,815.77,834.12,812.09,654.53M,2.42%
2015-06-02,814.2,807.45,814.81,805.14,608.01M,1.23%
2015-06-01,804.29,827.69,827.85,803.41,522.74M,-3.08%
2015-05-29,829.81,836.32,846.97,825.86,626.36M,-0.70%
2015-05-28,835.7,843.36,845.01,835.7,538.92M,-0.86%
2015-05-27,842.92,839.84,842.92,828.53,640.24M,0.77%
2015-05-26,836.49,841.25,848.52,836.49,595.88M,-1.09%
2015-05-25,845.67,857.05,857.88,844.8,455.91M,-1.44%
2015-05-22,858.04,866.47,867.12,857.17,628.27M,-0.88%
2015-05-21,865.65,879.85,885.14,864.42,783.21M,-1.40%
2015-05-20,877.91,883.7,885.1,873.43,713.42M,-0.97%
2015-05-18,886.52,876.4,886.52,875.27,532.51M,1.20%
2015-05-15,876.05,874.5,879.96,871.84,579.62M,0.41%
2015-05-14,872.44,864.56,876.51,861.61,878.02M,0.96%
2015-05-13,864.17,854.9,865.63,854.9,822.18M,1.23%
2015-05-12,853.63,848.66,853.99,842.89,659.15M,0.72%
2015-05-11,847.53,841.62,852.37,841.62,649.49M,0.82%
2015-05-08,840.6,827.22,842.7,822.08,627.02M,1.80%
2015-05-07,825.7,825.2,827.99,817.54,613.10M,0.16%
2015-05-06,824.41,837.43,837.43,823.45,663.15M,-1.13%
2015-05-05,833.81,839.75,846.06,833.04,543.95M,-0.76%
2015-05-04,840.19,838.81,843.05,832.39,549.42M,0.09%
2015-04-30,839.47,861.56,863.55,839.47,670.51M,-2.36%
2015-04-29,859.78,863.96,866.7,858.42,642.77M,-0.27%
2015-04-28,862.09,864.86,867.55,860,758.25M,-0.22%
2015-04-27,864.02,856.89,866.24,853,880.68M,0.99%
2015-04-24,855.51,841.65,855.8,841.42,723.69M,2.11%
2015-04-22,837.8,843.97,847.71,837.19,850.10M,-0.59%
2015-04-21,842.78,821.19,842.78,818.26,779.20M,2.40%
2015-04-20,823.03,828.31,830.78,821.68,582.40M,-0.14%
2015-04-17,824.18,830.07,833.39,822.3,683.92M,-0.02%
2015-04-16,824.37,819.7,826.99,816.44,762.02M,1.33%
2015-04-15,813.58,819.53,821.38,812.22,693.34M,-1.17%
2015-04-14,823.2,816.1,824.82,807.04,817.66M,0.47%
