日期,收盘,开盘,高,低,交易量,涨跌幅
2018年1月17日,"1,622.85","1,623.05","1,629.67","1,614.46",99.79M,-0.03%
2018年1月16日,"1,623.33","1,626.80","1,630.01","1,620.46",80.64M,-0.24%
2018年1月15日,"1,627.29","1,628.40","1,630.22","1,622.93",80.84M,-0.07%
2018年1月12日,"1,628.40","1,630.99","1,634.58","1,621.24",85.39M,-0.12%
2018年1月11日,"1,630.29","1,629.75","1,632.90","1,620.52",97.59M,0.06%
2018年1月10日,"1,629.29","1,631.78","1,631.91","1,621.85",117.07M,-0.18%
2018年1月9日,"1,632.29","1,618.90","1,633.96","1,618.90",111.11M,0.81%
2018年1月8日,"1,619.13","1,612.98","1,622.41","1,612.98",98.83M,0.49%
2018年1月5日,"1,611.31","1,604.08","1,611.31","1,604.08",52.90M,0.48%
2018年1月4日,"1,603.67","1,587.88","1,606.71","1,587.88",101.59M,1.01%
2018年1月3日,"1,587.56","1,580.21","1,591.10","1,577.61",88.73M,0.49%
2018年1月2日,"1,579.82","1,577.08","1,583.38","1,573.76",87.19M,0.18%
2017年12月29日,"1,576.94","1,588.56","1,591.58","1,573.56",76.56M,-0.73%
2017年12月28日,"1,588.51","1,594.95","1,594.95","1,584.25",62.24M,-0.41%
2017年12月27日,"1,594.99","1,606.36","1,613.76","1,589.78",72.25M,-0.70%
2017年12月22日,"1,606.25","1,615.97","1,616.22","1,602.11",66.28M,-0.62%
2017年12月21日,"1,616.27","1,599.99","1,616.98","1,593.26",77.32M,1.00%
2017年12月20日,"1,600.29","1,611.87","1,613.69","1,597.42",102.85M,-0.69%
2017年12月19日,"1,611.43","1,615.48","1,620.57","1,610.62",98.75M,-0.26%
2017年12月18日,"1,615.63","1,593.71","1,616.26","1,593.71",133.72M,1.33%
2017年12月15日,"1,594.35","1,609.39","1,610.59","1,585.79",158.81M,-0.95%
2017年12月14日,"1,609.60","1,618.01","1,622.08","1,609.60",99.19M,-0.63%
2017年12月13日,"1,619.82","1,623.75","1,624.32","1,584.53",96.50M,-0.24%
2017年12月12日,"1,623.75","1,620.79","1,625.05","1,612.97",89.62M,0.26%
2017年12月11日,"1,619.47","1,610.93","1,627.94","1,610.93",106.45M,0.54%
2017年12月8日,"1,610.82","1,599.57","1,621.38","1,599.57",107.84M,0.72%
2017年12月7日,"1,599.29","1,596.28","1,606.94","1,594.77",84.70M,0.24%
2017年12月6日,"1,595.44","1,609.21","1,609.21","1,591.25",81.10M,-1.11%
2017年12月5日,"1,613.36","1,616.62","1,620.45","1,607.03",81.66M,-0.21%
2017年12月4日,"1,616.80","1,595.59","1,624.05","1,595.59",96.64M,1.55%
2017年12月1日,"1,592.20","1,609.26","1,611.07","1,592.20",88.06M,-1.11%
2017年11月30日,"1,610.11","1,613.56","1,624.47","1,609.10",135.43M,-0.21%
2017年11月29日,"1,613.56","1,621.08","1,628.77","1,613.56",61.26M,-0.45%
2017年11月28日,"1,620.81","1,608.74","1,622.11","1,608.31",94.51M,0.75%
2017年11月27日,"1,608.74","1,614.62","1,618.85","1,607.15",78.66M,-0.36%
2017年11月24日,"1,614.62","1,612.57","1,620.26","1,606.60",72.83M,0.13%
2017年11月23日,"1,612.57","1,616.64","1,616.79","1,607.64",117.17M,-0.31%
2017年11月22日,"1,617.52","1,636.65","1,637.99","1,617.52",81.01M,-1.17%
2017年11月21日,"1,636.65","1,623.54","1,639.92","1,618.65",98.83M,0.81%
2017年11月20日,"1,623.54","1,617.70","1,626.02","1,607.77",77.47M,0.36%
2017年11月17日,"1,617.70","1,633.66","1,633.94","1,613.90",111.26M,-0.98%
2017年11月16日,"1,633.66","1,627.16","1,636.96","1,624.89",79.72M,0.41%
2017年11月15日,"1,627.00","1,628.48","1,628.48","1,612.49",102.72M,-0.09%
2017年11月14日,"1,628.48","1,630.51","1,635.55","1,623.09",80.21M,-0.12%
2017年11月13日,"1,630.51","1,634.68","1,634.88","1,618.46",89.47M,-0.26%
2017年11月10日,"1,634.68","1,643.26","1,646.15","1,634.22",82.60M,-0.52%
2017年11月9日,"1,643.26","1,662.99","1,662.99","1,641.19",98.99M,-1.19%
2017年11月8日,"1,662.99","1,670.24","1,672.76","1,657.13",119.92M,-0.43%
2017年11月7日,"1,670.24","1,676.27","1,681.67","1,669.98",89.24M,-0.35%
2017年11月6日,"1,676.14","1,677.36","1,681.75","1,671.60",101.04M,-0.09%
2017年11月3日,"1,677.65","1,672.78","1,678.45","1,672.78",46.53M,0.29%
2017年11月2日,"1,672.78","1,672.03","1,674.77","1,665.42",87.58M,0.04%
2017年11月1日,"1,672.03","1,671.63","1,681.13","1,671.32",145.31M,0.02%
2017年10月31日,"1,671.63","1,662.32","1,675.61","1,662.32",114.45M,0.56%
2017年10月30日,"1,662.32","1,665.02","1,667.26","1,659.45",100.17M,-0.16%
2017年10月27日,"1,665.02","1,659.04","1,666.07","1,658.79",129.69M,0.38%
2017年10月26日,"1,658.79","1,649.74","1,659.65","1,641.28",190.59M,0.55%
2017年10月25日,"1,649.74","1,650.46","1,657.42","1,642.19",113.96M,-0.04%
2017年10月24日,"1,650.46","1,661.54","1,661.54","1,644.73",132.13M,-0.67%
2017年10月23日,"1,661.54","1,667.51","1,669.42","1,660.80",115.60M,-0.36%
2017年10月20日,"1,667.51","1,646.96","1,671.41","1,646.68",155.29M,1.25%
2017年10月19日,"1,646.96","1,644.73","1,647.32","1,635.46",116.70M,0.14%
2017年10月18日,"1,644.73","1,636.94","1,648.70","1,634.21",102.06M,0.48%
2017年10月17日,"1,636.94","1,638.33","1,641.30","1,636.09",91.86M,-0.08%
2017年10月16日,"1,638.33","1,642.49","1,644.19","1,637.37",84.57M,-0.25%
2017年10月13日,"1,642.49","1,644.65","1,644.85","1,638.62",95.58M,-0.13%
2017年10月12日,"1,644.65","1,642.29","1,649.42","1,637.80",71.36M,0.18%
2017年10月11日,"1,641.70","1,644.34","1,647.22","1,638.22",75.84M,-0.16%
2017年10月10日,"1,644.34","1,647.92","1,651.13","1,642.21",78.11M,-0.22%
2017年10月9日,"1,647.92","1,646.28","1,653.76","1,646.28",78.35M,0.10%
