日期,收盘,开盘,高,低,交易量,涨跌幅
2018年6月5日,"5,584.67","5,598.63","5,613.58","5,580.49",103.28M,0.01%
2018年6月4日,"5,584.20","5,551.98","5,604.85","5,551.08",106.01M,1.21%
2018年6月1日,"5,517.49","5,511.24","5,560.05","5,500.97",157.66M,0.89%
2018年5月31日,"5,468.67","5,460.53","5,514.67","5,443.02",185.91M,0.46%
2018年5月30日,"5,443.56","5,390.50","5,451.89","5,358.03",178.02M,1.39%
2018年5月29日,"5,369.19","5,460.42","5,471.33","5,351.45",198.18M,-2.61%
2018年5月28日,"5,513.02","5,598.82","5,606.17","5,505.67",72.86M,-1.74%
2018年5月25日,"5,610.46","5,667.90","5,684.65","5,600.53",78.25M,-0.91%
2018年5月24日,"5,662.00","5,706.39","5,712.29","5,654.46",61.38M,-0.67%
2018年5月23日,"5,700.05","5,732.77","5,733.18","5,683.75",71.62M,-1.51%
2018年5月22日,"5,787.44","5,759.26","5,801.45","5,753.70",68.70M,0.65%
2018年5月21日,"5,749.83","5,728.78","5,771.78","5,716.68",58.44M,0.60%
2018年5月18日,"5,715.42","5,762.38","5,775.17","5,705.78",94.55M,-0.67%
2018年5月17日,"5,753.69","5,692.64","5,753.69","5,684.59",76.31M,1.02%
2018年5月16日,"5,695.67","5,681.11","5,711.45","5,681.11",81.99M,-0.07%
2018年5月15日,"5,699.72","5,685.16","5,715.46","5,667.75",90.52M,0.12%
2018年5月14日,"5,692.66","5,703.05","5,732.30","5,690.48",126.60M,1.40%
2018年5月11日,"5,613.82","5,572.92","5,613.82","5,568.61",68.73M,0.97%
2018年5月10日,"5,559.62","5,569.10","5,576.88","5,533.46",64.49M,0.17%
2018年5月9日,"5,550.39","5,557.06","5,568.93","5,542.73",92.52M,0.20%
2018年5月8日,"5,539.56","5,510.66","5,539.56","5,480.61",119.93M,0.21%
2018年5月7日,"5,527.76","5,513.69","5,531.50","5,506.32",60.90M,0.73%
2018年5月4日,"5,487.79","5,493.38","5,511.29","5,485.92",59.66M,0.02%
2018年5月3日,"5,486.78","5,493.42","5,505.93","5,476.66",74.43M,-0.20%
2018年5月2日,"5,498.05","5,514.59","5,521.78","5,480.70",80.42M,-0.26%
2018年4月30日,"5,512.29","5,512.61","5,542.41","5,505.80",57.60M,-0.28%
2018年4月27日,"5,527.69","5,501.63","5,549.71","5,498.68",50.50M,0.20%
2018年4月26日,"5,516.79","5,563.22","5,575.31","5,515.77",81.02M,-0.38%
2018年4月25日,"5,537.80","5,559.87","5,569.70","5,517.00",74.00M,-0.85%
2018年4月24日,"5,585.28","5,546.56","5,587.24","5,541.45",85.63M,0.74%
2018年4月23日,"5,544.44","5,523.48","5,544.44","5,504.03",57.15M,0.30%
2018年4月20日,"5,527.86","5,501.05","5,533.88","5,497.08",69.15M,0.11%
2018年4月19日,"5,521.90","5,504.36","5,524.00","5,487.64",67.60M,0.38%
2018年4月18日,"5,500.80","5,468.69","5,504.58","5,459.53",47.22M,0.78%
2018年4月17日,"5,458.30","5,470.58","5,473.43","5,421.73",40.68M,0.08%
2018年4月16日,"5,453.97","5,470.67","5,476.75","5,444.94",54.10M,-0.43%
2018年4月13日,"5,477.58","5,476.57","5,503.47","5,467.58",53.86M,-0.18%
2018年4月12日,"5,487.54","5,460.15","5,494.18","5,442.24",76.17M,0.40%
2018年4月11日,"5,465.71","5,464.99","5,505.88","5,462.93",47.84M,-0.18%
2018年4月10日,"5,475.84","5,458.56","5,482.72","5,443.79",48.49M,0.49%
2018年4月9日,"5,448.99","5,492.68","5,507.77","5,444.04",56.10M,0.59%
2018年4月6日,"5,417.06","5,462.39","5,464.30","5,407.59",60.59M,-1.25%
2018年4月5日,"5,485.45","5,417.26","5,485.45","5,417.26",74.63M,2.09%
2018年4月4日,"5,373.22","5,403.17","5,403.73","5,322.84",70.45M,-0.19%
2018年4月3日,"5,383.58","5,374.09","5,397.28","5,350.95",61.47M,-0.41%
2018年3月29日,"5,405.57","5,373.52","5,420.30","5,347.78",56.45M,0.89%
2018年3月28日,"5,357.78","5,339.56","5,357.78","5,309.65",78.02M,-0.33%
2018年3月27日,"5,375.28","5,384.32","5,416.28","5,369.08",48.64M,1.04%
2018年3月26日,"5,319.84","5,356.82","5,369.56","5,302.77",53.53M,-0.42%
2018年3月23日,"5,342.53","5,336.68","5,373.75","5,281.42",82.53M,-0.57%
2018年3月22日,"5,373.16","5,408.46","5,435.26","5,335.43",79.82M,-1.05%
2018年3月21日,"5,429.97","5,417.85","5,442.14","5,409.40",50.21M,0.16%
2018年3月20日,"5,421.36","5,402.97","5,426.67","5,385.55",43.34M,0.46%
2018年3月19日,"5,396.40","5,435.33","5,437.99","5,386.99",65.90M,-0.73%
2018年3月16日,"5,435.94","5,447.19","5,455.74","5,404.18",193.64M,-0.09%
2018年3月15日,"5,440.80","5,446.81","5,456.12","5,410.83",90.08M,0.38%
2018年3月14日,"5,420.00","5,424.38","5,452.44","5,404.93",80.32M,-0.10%
2018年3月13日,"5,425.62","5,448.89","5,473.39","5,419.84",105.31M,-0.23%
2018年3月12日,"5,438.37","5,468.77","5,469.89","5,424.81",85.72M,0.27%
2018年3月9日,"5,423.80","5,410.58","5,423.92","5,389.78",70.55M,0.53%
2018年3月8日,"5,395.13","5,366.80","5,431.21","5,347.77",94.52M,1.04%
2018年3月7日,"5,339.43","5,331.88","5,366.85","5,319.38",95.39M,-0.28%
2018年3月6日,"5,354.25","5,395.71","5,415.60","5,348.50",92.17M,-0.21%
2018年3月5日,"5,365.66","5,341.77","5,407.77","5,323.56",171.71M,-0.03%
2018年3月2日,"5,367.16","5,340.75","5,367.16","5,280.67",383.06M,-0.17%
2018年3月1日,"5,376.33","5,454.71","5,454.90","5,342.11",108.35M,-1.68%
2018年2月28日,"5,468.21","5,445.40","5,508.74","5,409.47",80.54M,0.00%
2018年2月27日,"5,468.05","5,493.30","5,493.78","5,427.14",62.26M,-0.16%
2018年2月26日,"5,476.74","5,485.36","5,524.85","5,466.81",55.66M,0.12%
2018年2月23日,"5,469.91","5,451.89","5,482.98","5,444.25",53.43M,0.36%
2018年2月22日,"5,450.52","5,416.55","5,465.34","5,415.94",55.65M,-0.32%
2018年2月21日,"5,468.18","5,424.34","5,486.62","5,415.28",51.39M,0.36%
2018年2月20日,"5,448.81","5,412.91","5,460.27","5,400.37",70.86M,0.24%
2018年2月19日,"5,435.65","5,516.79","5,524.50","5,423.06",61.07M,-1.27%
2018年2月16日,"5,505.43","5,497.44","5,540.32","5,474.17",74.87M,0.76%
2018年2月15日,"5,463.89","5,476.14","5,530.84","5,440.83",152.28M,0.80%
2018年2月14日,"5,420.61","5,397.15","5,426.50","5,362.22",72.54M,1.03%
2018年2月13日,"5,365.45","5,410.81","5,414.95","5,356.37",55.55M,-0.15%
2018年2月12日,"5,373.37","5,339.28","5,405.14","5,334.91",83.03M,1.48%
2018年2月9日,"5,294.90","5,328.12","5,341.25","5,254.88",101.50M,-1.55%
2018年2月8日,"5,377.99","5,440.96","5,440.96","5,371.36",90.81M,-1.16%
2018年2月7日,"5,441.08","5,418.04","5,454.39","5,381.00",100.82M,2.16%
2018年2月6日,"5,326.25","5,248.92","5,379.46","5,248.92",147.42M,-1.46%
2018年2月5日,"5,405.31","5,486.76","5,486.76","5,404.66",95.69M,-2.02%
2018年2月2日,"5,516.87","5,608.64","5,609.08","5,515.04",87.04M,-1.61%
2018年2月1日,"5,606.88","5,666.21","5,667.97","5,606.09",102.35M,-1.00%
2018年1月31日,"5,663.44","5,698.51","5,710.82","5,663.44",62.06M,-0.51%
2018年1月30日,"5,692.40","5,707.47","5,712.94","5,668.58",70.12M,-0.66%
2018年1月29日,"5,730.22","5,773.56","5,774.20","5,717.56",78.41M,-0.66%
2018年1月26日,"5,768.48","5,776.86","5,793.38","5,765.28",64.23M,0.03%
2018年1月25日,"5,766.67","5,751.38","5,779.67","5,751.16",94.32M,0.25%
2018年1月24日,"5,752.26","5,786.63","5,789.54","5,750.09",104.46M,-0.68%
2018年1月23日,"5,791.88","5,777.42","5,793.14","5,760.02",150.19M,0.82%
2018年1月22日,"5,744.83","5,693.88","5,749.16","5,691.11",118.81M,0.98%
2018年1月19日,"5,689.05","5,663.39","5,692.12","5,651.24",77.72M,0.31%
2018年1月18日,"5,671.54","5,633.31","5,673.68","5,613.52",92.25M,0.94%
2018年1月17日,"5,618.69","5,618.13","5,630.68","5,589.98",58.48M,0.09%
2018年1月16日,"5,613.58","5,620.85","5,672.51","5,607.65",82.10M,-0.13%
2018年1月15日,"5,620.95","5,637.64","5,640.18","5,596.98",55.98M,-0.04%
2018年1月12日,"5,623.41","5,665.13","5,665.13","5,611.93",85.64M,-0.37%
2018年1月11日,"5,644.26","5,659.70","5,668.56","5,630.69",65.20M,-0.24%
2018年1月10日,"5,657.95","5,651.65","5,674.88","5,641.83",74.48M,0.07%
2018年1月9日,"5,654.24","5,666.23","5,702.94","5,654.24",103.58M,0.15%
2018年1月8日,"5,645.53","5,634.54","5,657.77","5,629.60",98.13M,0.53%
2018年1月5日,"5,615.63","5,628.10","5,639.00","5,610.44",111.40M,-0.13%
2018年1月4日,"5,622.72","5,573.38","5,624.86","5,569.84",158.68M,1.53%
2018年1月3日,"5,537.97","5,483.29","5,549.14","5,482.45",153.47M,1.25%
2018年1月2日,"5,469.60","5,405.83","5,469.60","5,399.61",96.42M,1.51%
2017年12月29日,"5,388.33","5,362.74","5,388.33","5,354.91",59.99M,0.36%
2017年12月28日,"5,368.83","5,380.96","5,393.12","5,365.85",64.92M,-0.19%
2017年12月27日,"5,379.20","5,367.85","5,386.92","5,354.18",68.20M,-0.08%
2017年12月22日,"5,383.33","5,386.93","5,406.91","5,378.43",73.60M,-0.24%
2017年12月21日,"5,396.53","5,397.67","5,415.30","5,384.96",57.57M,-0.19%
2017年12月20日,"5,406.64","5,445.62","5,448.88","5,406.64",102.38M,-0.45%
2017年12月19日,"5,431.01","5,429.65","5,438.89","5,414.95",108.62M,0.04%
2017年12月18日,"5,428.89","5,411.21","5,435.81","5,406.88",72.74M,0.80%
2017年12月15日,"5,385.63","5,350.31","5,386.41","5,324.90",125.12M,0.55%
2017年12月14日,"5,356.12","5,386.55","5,390.20","5,355.65",82.57M,-0.51%
2017年12月13日,"5,383.69","5,390.01","5,414.47","5,381.67",98.07M,-0.27%
2017年12月12日,"5,398.02","5,366.68","5,403.92","5,355.54",68.55M,0.65%
2017年12月11日,"5,363.00","5,370.32","5,379.02","5,347.56",69.58M,0.05%
2017年12月8日,"5,360.26","5,402.03","5,420.31","5,360.26",74.62M,-0.58%
2017年12月7日,"5,391.67","5,387.06","5,424.25","5,378.30",65.26M,0.20%
2017年12月6日,"5,381.00","5,381.42","5,387.44","5,360.05",95.42M,-0.26%
2017年12月5日,"5,395.26","5,368.18","5,424.31","5,359.09",140.38M,0.59%
2017年12月4日,"5,363.56","5,382.64","5,386.80","5,346.04",77.27M,0.24%
2017年12月1日,"5,350.84","5,374.85","5,393.48","5,350.36",85.66M,-0.23%
2017年11月30日,"5,363.07","5,342.09","5,368.39","5,337.45",117.92M,0.21%
2017年11月29日,"5,351.77","5,297.04","5,367.61","5,295.23",153.81M,1.42%
2017年11月28日,"5,276.95","5,276.10","5,292.63","5,252.09",67.97M,0.28%
2017年11月27日,"5,262.22","5,269.05","5,271.48","5,229.54",67.87M,-0.40%
2017年11月24日,"5,283.35","5,303.83","5,324.37","5,276.61",36.07M,-0.50%
2017年11月23日,"5,309.76","5,307.68","5,316.37","5,294.14",40.70M,0.09%
2017年11月22日,"5,305.06","5,295.91","5,334.98","5,286.94",88.56M,0.25%
2017年11月21日,"5,291.59","5,288.54","5,300.83","5,249.25",61.84M,0.21%
2017年11月20日,"5,280.34","5,250.42","5,288.53","5,246.38",50.11M,0.41%
2017年11月17日,"5,258.75","5,274.68","5,274.76","5,249.12",53.53M,-0.25%
2017年11月16日,"5,271.75","5,273.00","5,339.07","5,264.30",62.09M,0.22%
2017年11月15日,"5,260.18","5,243.58","5,270.74","5,208.84",67.88M,-0.16%
2017年11月14日,"5,268.66","5,259.99","5,300.01","5,257.81",99.01M,0.20%
2017年11月13日,"5,258.14","5,308.55","5,317.14","5,232.79",61.72M,-0.82%
2017年11月10日,"5,301.70","5,335.21","5,339.85","5,290.34",57.89M,-0.38%
2017年11月9日,"5,321.82","5,337.55","5,388.88","5,309.69",63.90M,-0.15%
2017年11月8日,"5,330.00","5,360.86","5,367.06","5,315.88",76.28M,-0.40%
2017年11月7日,"5,351.24","5,369.03","5,388.68","5,351.24",52.17M,0.03%
2017年11月6日,"5,349.73","5,377.75","5,377.98","5,320.88",49.16M,-0.35%
2017年11月3日,"5,368.64","5,442.74","5,442.74","5,347.05",81.29M,-1.44%
2017年11月2日,"5,446.82","5,449.98","5,465.92","5,428.00",59.40M,0.15%
2017年11月1日,"5,438.62","5,442.73","5,466.91","5,434.71",72.10M,-0.68%
2017年10月31日,"5,475.67","5,466.26","5,495.87","5,465.87",57.71M,0.54%
2017年10月30日,"5,446.51","5,408.82","5,458.48","5,399.14",83.77M,0.70%
2017年10月27日,"5,408.46","5,415.63","5,429.22","5,402.29",47.98M,0.12%
2017年10月26日,"5,402.15","5,359.03","5,412.94","5,345.87",83.57M,0.62%
2017年10月25日,"5,368.70","5,417.41","5,420.78","5,366.65",56.61M,-0.84%
2017年10月24日,"5,414.31","5,436.40","5,442.41","5,405.83",60.48M,-0.40%
