日期,收盘,开盘,高,低,交易量,涨跌幅
2020年11月18日,"1,383.41","1,378.35","1,393.93","1,377.23",12.24M,0.01%
2020年11月17日,"1,383.21","1,389.22","1,399.49","1,382.38",13.81M,-0.47%
2020年11月16日,"1,389.68","1,404.90","1,404.90","1,378.55",15.22M,-0.73%
2020年11月13日,"1,399.89","1,405.49","1,410.52","1,397.78",11.58M,-0.44%
2020年11月12日,"1,406.13","1,399.34","1,416.68","1,392.10",14.24M,0.47%
2020年11月11日,"1,399.62","1,378.37","1,406.76","1,368.24",15.82M,1.64%
2020年11月10日,"1,377.04","1,398.60","1,406.76","1,365.45",24.98M,-0.98%
2020年11月9日,"1,390.66","1,430.93","1,450.16","1,371.52",27.40M,-1.93%
2020年11月6日,"1,418.01","1,433.99","1,433.99","1,409.45",13.33M,-0.67%
2020年11月5日,"1,427.51","1,409.03","1,432.11","1,409.01",17.61M,2.34%
2020年11月4日,"1,394.89","1,351.01","1,394.89","1,334.94",25.40M,3.52%
2020年11月3日,"1,347.41","1,348.72","1,352.38","1,337.87",13.17M,0.87%
2020年11月2日,"1,335.78","1,332.77","1,339.93","1,317.95",12.23M,0.90%
2020年10月30日,"1,323.91","1,330.34","1,339.53","1,322.49",13.48M,-1.26%
2020年10月29日,"1,340.77","1,312.91","1,349.89","1,312.52",14.67M,1.73%
2020年10月28日,"1,317.97","1,339.16","1,352.34","1,315.08",17.04M,-2.35%
2020年10月27日,"1,349.70","1,357.70","1,360.89","1,347.16",12.15M,-0.41%
2020年10月26日,"1,355.31","1,363.02","1,377.06","1,352.35",9.48M,-1.68%
2020年10月23日,"1,378.47","1,376.46","1,384.18","1,375.22",9.58M,0.21%
2020年10月22日,"1,375.53","1,383.64","1,388.80","1,375.32",10.94M,-0.85%
2020年10月21日,"1,387.26","1,406.85","1,406.85","1,387.26",13.05M,-1.49%
2020年10月20日,"1,408.29","1,406.02","1,419.13","1,405.97",11.01M,-0.14%
2020年10月19日,"1,410.26","1,423.87","1,425.96","1,410.26",8.28M,-0.54%
2020年10月16日,"1,417.89","1,414.63","1,421.44","1,408.34",12.40M,0.65%
2020年10月15日,"1,408.78","1,423.75","1,425.55","1,406.38",10.18M,-1.83%
2020年10月14日,"1,435.11","1,438.94","1,443.32","1,431.59",10.81M,-0.38%
2020年10月13日,"1,440.57","1,441.03","1,444.52","1,430.67",11.17M,0.09%
2020年10月12日,"1,439.27","1,416.67","1,439.27","1,413.87",11.95M,2.09%
2020年10月9日,"1,409.83","1,405.83","1,412.38","1,403.20",16.28M,1.52%
2020年10月8日,"1,388.66","1,385.08","1,390.09","1,378.99",12.93M,0.91%
2020年10月7日,"1,376.09","1,376.83","1,387.42","1,373.57",11.55M,0.18%
2020年10月6日,"1,373.63","1,385.73","1,385.73","1,371.82",10.75M,-0.78%
2020年10月5日,"1,384.47","1,373.92","1,384.47","1,371.73",8.94M,1.39%
2020年10月2日,"1,365.53","1,365.14","1,370.21","1,358.95",10.62M,-0.56%
2020年10月1日,"1,373.22","1,365.16","1,377.93","1,363.17",11.52M,0.95%
2020年9月30日,"1,360.25","1,361.74","1,367.87","1,359.20",14.17M,-0.49%
2020年9月29日,"1,366.96","1,356.63","1,371.06","1,352.33",2.62M,0.98%
2020年9月28日,"1,353.63","1,346.81","1,354.16","1,346.36",12.15M,1.36%
2020年9月25日,"1,335.42","1,327.91","1,335.42","1,320.70",11.42M,0.47%
2020年9月24日,"1,329.22","1,332.35","1,338.58","1,326.35",11.78M,-1.32%
2020年9月23日,"1,347.03","1,338.82","1,347.97","1,322.42",11.35M,0.83%
2020年9月22日,"1,335.99","1,336.47","1,349.75","1,324.89",11.64M,0.37%
2020年9月21日,"1,331.00","1,343.49","1,346.24","1,321.92",12.87M,-1.07%
2020年9月18日,"1,345.45","1,347.43","1,348.79","1,341.95",19.05M,-0.03%
2020年9月17日,"1,345.88","1,336.08","1,347.80","1,328.78",12.53M,0.43%
2020年9月16日,"1,340.12","1,333.64","1,342.83","1,333.64",11.54M,0.69%
2020年9月15日,"1,330.96","1,317.93","1,337.92","1,316.32",10.02M,1.25%
2020年9月14日,"1,314.50","1,318.91","1,323.73","1,309.23",8.50M,-0.05%
2020年9月11日,"1,315.16","1,315.89","1,320.92","1,312.48",9.43M,0.05%
2020年9月10日,"1,314.52","1,322.57","1,323.29","1,311.14",9.41M,-0.55%
2020年9月9日,"1,321.83","1,294.86","1,325.49","1,294.86",12.70M,2.43%
