Date,Price,Open,High,Low,Vol.,Change %
2015-02-13,"3,575.54","3,571.01","3,587.81","3,567.02",15.54M,0.24%
2015-02-12,"3,566.91","3,541.54","3,574.10","3,540.87",13.93M,0.82%
2015-02-11,"3,537.86","3,536.44","3,551.96","3,530.33",11.74M,-0.17%
2015-02-10,"3,543.84","3,516.79","3,552.80","3,502.99",11.85M,0.92%
2015-02-09,"3,511.57","3,528.05","3,529.04","3,488.73",13.29M,-1.08%
2015-02-06,"3,549.96","3,552.05","3,557.29","3,533.46",12.01M,-0.20%
2015-02-05,"3,557.19","3,537.41","3,568.37","3,531.38",15.60M,-0.24%
2015-02-04,"3,565.79","3,551.03","3,565.79","3,542.22",14.62M,0.25%
2015-02-03,"3,557.03","3,547.25","3,572.39","3,542.47",17.55M,0.52%
2015-02-02,"3,538.52","3,535.16","3,553.46","3,510.02",12.17M,0.23%
2015-01-30,"3,530.31","3,554.88","3,562.55","3,520.14",16.36M,-0.51%
2015-01-29,"3,548.39","3,511.93","3,549.29","3,511.90",12.65M,0.20%
2015-01-28,"3,541.21","3,544.13","3,545.78","3,504.34",14.49M,0.29%
2015-01-27,"3,530.80","3,551.78","3,565.83","3,516.11",14.45M,-0.54%
2015-01-26,"3,549.96","3,495.02","3,551.90","3,492.76",14.41M,1.29%
2015-01-23,"3,504.61","3,477.07","3,532.43","3,471.76",22.58M,1.38%
2015-01-22,"3,456.95","3,425.31","3,462.94","3,397.80",21.88M,1.02%
2015-01-21,"3,421.97","3,405.24","3,421.97","3,389.36",17.86M,0.56%
2015-01-20,"3,403.04","3,401.83","3,416.27","3,394.01",12.52M,0.21%
2015-01-19,"3,395.92","3,372.02","3,403.73","3,363.43",11.22M,0.82%
2015-01-16,"3,368.38","3,304.39","3,368.79","3,304.39",17.27M,1.50%
2015-01-15,"3,318.75","3,291.66","3,321.07","3,226.28",20.18M,1.37%
2015-01-14,"3,274.03","3,281.95","3,309.71","3,258.45",18.97M,-1.08%
2015-01-13,"3,309.64","3,252.71","3,323.71","3,252.07",14.42M,1.59%
2015-01-12,"3,257.98","3,259.46","3,285.70","3,231.70",12.75M,0.30%
2015-01-09,"3,248.19","3,274.53","3,297.29","3,228.92",14.85M,-1.07%
2015-01-08,"3,283.22","3,235.79","3,283.22","3,231.27",16.24M,2.80%
